eq_class,members,representative,model,chains,molecule,nts
83985.1,2,7AS8,1,2,Protein-RNA Complex,73
42085.1,2,4M7D,1,P,Protein-RNA Complex,4
17090.1,2,5XC6,1,C,Protein-RNA Complex,5
14513.1,2,3SIU,1,F,Protein-RNA Complex,28
12576.1,2,6WBR,1,B,Protein-RNA Complex,90
80055.1,2,1RLG,1,D,Protein-RNA Complex,22
47433.1,2,3V7E,1,C,Protein-RNA Complex,126
73930.1,2,2YJY,1,C,Protein-RNA Complex,10
91810.1,2,7OG0,1,E,Protein-RNA Complex,17
23918.1,2,7KI3,1,C,Protein-RNA Complex,29
31263.1,2,4ILL,1,R,Protein-RNA Complex,19
27290.1,2,419D,1,C+D,DNA-RNA Hybrid,16
22273.1,2,6AZ3,1,3,Protein-RNA Complex,176
41964.1,2,4O8J,1,D,Protein-RNA Complex,5
09775.1,2,5AH5,1,D,Protein-RNA Complex,81
39569.1,2,4YYE,1,C,Protein-RNA Complex,74
45693.1,2,3VJR,1,B,Protein-RNA Complex,36
33499.1,2,5ZQ8,1,D,Protein-RNA Complex,11
73445.1,2,4LX6,1,A,Solo RNA,71
62367.1,2,1MJI,1,D,Protein-RNA Complex,34
57114.1,2,5N94,1,D,Protein-RNA Complex,8
98573.1,2,4Z0C,1,C,Protein-RNA Complex,13
91296.1,2,6AZ3,1,6,Protein-RNA Complex,71
60178.1,2,6AZ3,1,2,Protein-RNA Complex,1040
25856.1,2,2VOO,1,C,Protein-RNA Complex,3
10291.1,2,6RT7,1,E,Protein-RNA Complex,2
03986.1,2,1KD5,1,A+B,Solo RNA,22
67685.1,2,3D2S,1,E,Protein-RNA Complex,5
48352.1,2,4XWF,1,A,Solo RNA,64
81641.1,2,6F4G,1,C,Protein-RNA Complex,25
51156.1,2,3SQX,1,B,Protein-RNA Complex,6
35987.1,2,3B0U,1,B,Protein-RNA Complex,3
78647.1,2,6KUG,1,B,Protein-RNA Complex,4
23876.1,1,2LKR,3,A,Solo RNA,111
48437.1,1,7KUB,1,A,Solo RNA,60
20791.1,1,7KUC,1,A,Solo RNA,16
70599.1,1,7KUD,1,A,Solo RNA,13
13814.1,1,7ZEX,1,B,Protein-RNA Complex,8
39772.1,1,7QA2,2,A,Solo RNA,22
05151.1,1,8Q5I,1,10+g,Protein-RNA Complex,14
33361.1,1,8Q5I,1,A,Protein-RNA Complex,1558
44951.1,1,7T1O,2,A,Protein-RNA Complex,56
56594.1,1,8FCS,17,A,Solo RNA,71
08626.1,1,7Q4L,11,B,Protein-RNA Complex,8
84981.1,1,7UGA,3,A,Solo RNA,43
89808.1,1,7RWR,1,A,Solo RNA,38
20520.1,1,7SHX,1,A,Solo RNA,94
13295.1,1,7ZEW,1,B,Protein-RNA Complex,6
63400.1,1,7QDD,3,A,Protein-RNA Complex,6
32674.1,1,1NBK,1,A,Solo RNA,34
14769.1,1,1I4C,1,A,Solo RNA,13
96569.1,1,7Q33,1,B,Protein-RNA Complex,7
27775.1,1,4CIO,1,B,Protein-RNA Complex,7
81668.1,1,7UMD,1,A,Solo RNA,40
54731.1,1,7PS8,1,A,Solo RNA,23
09835.1,1,7UME,9,A,Solo RNA,28
57150.1,1,7UMC,1,A,Solo RNA,70
28070.1,1,7V06,6,A,Solo RNA,43
39987.1,1,8SCH,5,A,Solo RNA,68
91870.1,1,7VRL,1,A,Protein-RNA Complex,7
86844.1,1,7QDE,1,A,Protein-RNA Complex,11
21551.1,1,7ZAP,7,B,Protein-RNA Complex,28
16849.1,1,8SCF,7,A,Solo RNA,30
99930.1,1,8THV,16,A,Solo RNA,29
37077.1,1,7Q6L,5,A,Solo RNA,22
93205.1,1,8BWT,1,A,Solo RNA,26
79376.1,1,8FVI,1,B+C,Protein-RNA Complex,18
73350.1,1,8I3Q,1,C,Protein-RNA Complex,95
01867.1,1,8EVS,1,EC,Protein-RNA Complex,195
06910.1,1,8FFY,1,C,Protein-RNA Complex,61
37791.1,1,8HF0,1,N+P,Protein-RNA Complex,97
16489.1,1,7Q48,1,A,Solo RNA,22
46899.1,1,8HR5,1,C,Protein-RNA Complex,101
24532.1,1,8FOJ,1,P,Protein-RNA Complex,10
16987.1,1,8IUO,1,F,Protein-RNA Complex,35
70479.1,1,8HF1,1,H+E,Protein-RNA Complex,20
81244.1,1,8FOH,1,P,Protein-RNA Complex,8
90845.1,1,1MY9,1,B,Solo RNA,14
79227.1,1,1JU1,1,A+B,Solo RNA,46
43772.1,1,1MIS,1,A+B,Solo RNA,16
75614.1,1,2XEB,1,A+B,Solo RNA,33
82922.1,1,4A4T,1,A,Solo RNA,22
33897.1,1,2QH4,19,A,Solo RNA,18
70328.1,1,2O81,1,A+B,Solo RNA,14
71895.1,1,2LWK,8,A,Solo RNA,32
42712.1,1,1XWU,1,A,Solo RNA,16
43385.1,1,2M22,6,A,Solo RNA,23
06591.1,1,2KH9,1,B,Protein-RNA Complex,6
60819.1,1,8CLR,1,A,Solo RNA,14
79104.1,1,2VAZ,1,A,Protein-RNA Complex,0
96772.1,1,7U4A,1,A,Solo RNA,70
21507.1,1,8ATT,1,C,Protein-RNA Complex,3
58796.1,1,8ATV,1,C,Protein-RNA Complex,4
61400.1,1,8A40,1,P,Protein-RNA Complex,14
89773.1,1,8C5S,1,C,Protein-RNA Complex,6
88506.1,1,2K5Z,3,A,Solo RNA,29
70394.1,1,7PTS,1,A,Solo RNA,558
20840.1,1,5IEM,9,A,Solo RNA,57
80875.1,1,2KRL,10,A,Solo RNA,102
19794.1,1,8P4A,1,P,Protein-RNA Complex,19
79830.1,1,7EAG,1,C+D+E+F+A+B,Solo RNA,95
13781.1,1,8P4F,1,P,Protein-RNA Complex,29
80915.1,1,7QDY,1,E,Protein-RNA Complex,6
36608.1,1,8FN6,1,g,Protein-RNA Complex,46
41804.1,1,8FNC,1,m,Protein-RNA Complex,17
73482.1,1,7VBC,1,R,Protein-RNA Complex,6
48854.1,1,8FNK,1,m+g,Protein-RNA Complex,94
64884.1,1,2KM8,1,A,Protein-RNA Complex,13
78082.1,1,6U79,10,A,Solo RNA,37
93156.1,1,1Q8N,1,A,Solo RNA,38
91379.1,1,2N3Q,8,A,Solo RNA,62
50423.1,1,5J2W,1,B,Protein-RNA Complex,29
63585.1,1,1CX5,1,B,DNA-RNA Hybrid,12
13392.1,1,2LBK,1,A,Solo RNA,17
68441.1,1,1ML5,1,b,Protein-RNA Complex,0
72539.1,1,1WKS,1,A,Solo RNA,17
10263.1,1,5AKA,1,7,Protein-RNA Complex,74
67665.1,1,7XFZ,1,E,Protein-RNA Complex,42
95226.1,1,7WBV,1,P,Protein-RNA Complex,16
65219.1,1,7WBW,1,P,Protein-RNA Complex,16
53336.1,1,6ZQA,1,D3+D2+D4,Protein-RNA Complex,1485
18350.1,1,7KX9,1,B+C,Protein-RNA Complex,39
28320.1,1,2LU0,7,A,Solo RNA,49
94450.1,1,1NA2,1,A,Solo RNA,30
56050.1,1,1F5H,1,A+B,Solo RNA,20
46633.1,1,2D18,1,A+B,Solo RNA,34
96684.1,1,7UMK,1,R,Protein-RNA Complex,9
22969.1,1,2ES5,1,A,Solo RNA,23
01339.1,1,2MJH,1,B,Protein-RNA Complex,10
97434.1,1,2TOB,1,A,Solo RNA,20
36061.1,1,6SO9,1,B,Protein-RNA Complex,5
24334.1,1,6VYT,1,7,Protein-RNA Complex,16
68829.1,1,1P5M,10,A,Solo RNA,55
17058.1,1,2KG1,1,B,Protein-RNA Complex,6
85064.1,1,2KTZ,1,A,Solo RNA,38
65000.1,1,5KQE,11,A,Solo RNA,36
19166.1,1,5ZEY,1,A,Protein-RNA Complex,369
34216.1,1,1ZC8,1,C,Protein-RNA Complex,0
99630.1,1,6WB2,1,D,Protein-RNA Complex,42
14172.1,1,4A4S,1,A,Solo RNA,22
94355.1,1,2EUY,2,A,Solo RNA,34
65899.1,1,7WBX,1,P,Protein-RNA Complex,16
65529.1,1,1A1T,1,B,Protein-RNA Complex,20
69024.1,1,2JXS,1,A+B,Solo RNA,21
03275.1,1,5MS0,1,R,Protein-RNA Complex,29
78722.1,1,2WWB,1,E,Protein-RNA Complex,34
04412.1,1,7Q0J,1,R,Protein-RNA Complex,11
89498.1,1,5J1O,2,B,Protein-RNA Complex,29
31627.1,1,8E5L,1,7,Protein-RNA Complex,9
23931.1,1,5MPL,1,B,Protein-RNA Complex,6
29777.1,1,2TPK,1,A,Solo RNA,36
16360.1,1,2EVY,1,A,Solo RNA,14
32222.1,1,1BYX,1,A,DNA-RNA Hybrid,8
93941.1,1,2KYD,1,A+B,Solo RNA,32
53829.1,1,1SY4,5,A,Solo RNA,24
77904.1,1,8E6W,1,8,Protein-RNA Complex,58
26915.1,1,1MVR,1,A,Protein-RNA Complex,0
51522.1,1,1PN7,1,C,Protein-RNA Complex,0
54538.1,1,4JIY,1,A,Solo RNA,6
45933.1,1,1KPD,1,A,Solo RNA,32
46150.1,1,4A4U,1,A,Solo RNA,22
20040.1,1,6UV1,1,D,Protein-RNA Complex,7
73160.1,1,6UV4,1,C,Protein-RNA Complex,7
59396.1,1,5N5C,4,A,Solo RNA,19
64411.1,1,6G99,1,A,Protein-RNA Complex,5
02111.1,1,1MWG,1,A+B,Solo RNA,16
40327.1,1,2JSE,1,A,Solo RNA,22
32482.1,1,8HE5,1,P,Protein-RNA Complex,16
83672.1,1,4V6U,1,B3,Protein-RNA Complex,126
53066.1,1,7XLT,1,B,Protein-RNA Complex,40
31022.1,1,7PTL,1,B,Solo RNA,720
62619.1,1,8G1S,1,R,Protein-RNA Complex,47
51664.1,1,8A11,1,E,Protein-RNA Complex,6
23790.1,1,8CBJ,1,2,Protein-RNA Complex,1767
95193.1,1,2RRA,1,B,Protein-RNA Complex,6
45368.1,1,2MNC,1,A,Solo RNA,16
33458.1,1,3MIJ,1,A,Solo RNA,12
78686.1,1,1KIS,1,A,Solo RNA,16
06580.1,1,1WWD,1,B,Protein-RNA Complex,6
98212.1,1,5ELR,1,B,Protein-RNA Complex,5
23387.1,1,4V5Z,1,BB,Protein-RNA Complex,0
38367.1,1,3J46,1,3,Protein-RNA Complex,44
81539.1,1,1HLX,1,A,Solo RNA,20
35700.1,1,1OSW,3,A,Solo RNA,22
59225.1,1,7PKQ,1,4,Protein-RNA Complex,415
63125.1,1,1TOB,1,A,Solo RNA,27
56484.1,1,2RN1,3,A,Solo RNA,16
88048.1,1,2MKI,2,B,Protein-RNA Complex,5
67715.1,1,8B0I,1,K,Protein-RNA Complex,103
42308.1,1,7PTQ,1,C,Solo RNA,544
51689.1,1,2RRC,4,A,Solo RNA,21
73553.1,1,7BV2,1,T+P,Protein-RNA Complex,25
98751.1,1,8FOK,1,P,Protein-RNA Complex,14
08227.1,1,1LUX,1,A,Solo RNA,14
09747.1,1,2QH2,1,A,Solo RNA,24
37659.1,1,2NCI,1,A,Solo RNA,28
11512.1,1,1I3Y,8,A,Solo RNA,18
91640.1,1,6PK9,5,A,Solo RNA,20
88154.1,1,4RUM,1,A,Solo RNA,91
41120.1,1,1ESY,2,A,Solo RNA,19
07184.1,1,2UXC,1,X+Y,Protein-RNA Complex,13
10954.1,1,2E9R,1,A+B,Protein-RNA Complex,15
93447.1,1,6POM,1,A,Solo RNA,155
89241.1,1,3J5S,1,B,Protein-RNA Complex,32
34670.1,1,1IE1,4,A,Solo RNA,22
40944.1,1,6NOA,5,A,Solo RNA,56
78038.1,1,1EKA,1,A+B,Solo RNA,16
91367.1,1,1ZN1,1,B,Protein-RNA Complex,0
71582.1,1,4V6U,1,A2,Protein-RNA Complex,1495
62118.1,1,7PKQ,1,3+2+1,Protein-RNA Complex,699
64525.1,1,4V8Z,1,CW,Protein-RNA Complex,76
54622.1,1,6WAZ,1,D+C,Protein-RNA Complex,54
99842.1,1,2WWB,1,F,Protein-RNA Complex,25
27059.1,1,8FZR,1,R,Protein-RNA Complex,77
93661.1,1,7NUQ,1,C,Protein-RNA Complex,8
64096.1,1,486D,1,E,Solo RNA,64
59242.1,1,8E5K,1,7,Protein-RNA Complex,17
91559.1,1,1C2W,1,B,Solo RNA,2891
57578.1,1,6I7O,1,l,Protein-RNA Complex,57
55865.1,1,5NRL,1,2+4+6,Protein-RNA Complex,361
37298.1,1,2ASB,1,B,Protein-RNA Complex,11
65794.1,1,1HS1,1,A,Solo RNA,13
01620.1,1,2IRN,1,A+B,Solo RNA,18
61072.1,1,176D,1,B,Solo RNA,6
41279.1,1,7UML,1,R,Protein-RNA Complex,13
87508.1,1,2MB0,1,A,Protein-RNA Complex,6
84970.1,1,1AC3,1,B,DNA-RNA Hybrid,12
86477.1,1,6VZC,1,A,Solo RNA,28
52254.1,1,1AJL,1,A+B,Solo RNA,19
71956.1,1,2M57,5,A,Solo RNA,35
78300.1,1,8FIY,1,R,Protein-RNA Complex,9
12601.1,1,8BSJ,1,x,Protein-RNA Complex,74
27264.1,1,3Q2T,1,E,Protein-RNA Complex,5
74337.1,1,7WWV,1,M,Protein-RNA Complex,39
22252.1,1,2OM7,1,H,Protein-RNA Complex,42
48954.1,1,4V7H,1,B5+B4,Protein-RNA Complex,3327
79637.1,1,1KAJ,1,A,Solo RNA,32
80667.1,1,1TRJ,1,B,Protein-RNA Complex,0
04451.1,1,2NC1,1,A,Solo RNA,67
28933.1,1,1WWG,1,B,Protein-RNA Complex,6
47295.1,1,6I0V,1,B,Protein-RNA Complex,4
82332.1,1,6UV3,1,B,Protein-RNA Complex,6
53856.1,1,5JBG,1,X,Protein-RNA Complex,22
77014.1,1,4V5Z,1,BA,Protein-RNA Complex,0
18068.1,1,4V8M,1,BF,Protein-RNA Complex,73
55726.1,1,7XSZ,1,P,Protein-RNA Complex,20
09979.1,1,3J16,1,J,Protein-RNA Complex,233
02320.1,1,7S7B,1,D,Protein-RNA Complex,11
38065.1,1,2KHY,9,A,Solo RNA,38
89800.1,1,1AUD,8,B,Protein-RNA Complex,30
39208.1,1,6VAR,6,A,Solo RNA,61
52795.1,1,2LUN,8,A,Solo RNA,28
25450.1,1,1BAU,1,A+B,Solo RNA,46
75675.1,1,6GMY,1,B,Solo RNA,10
82429.1,1,5V2R,1,A+B,Solo RNA,30
06213.1,1,2JSG,1,A,Solo RNA,16
72946.1,1,2KPD,10,A,Solo RNA,17
77764.1,1,5UF3,1,A,Solo RNA,23
47714.1,1,7MRL,1,A,Protein-RNA Complex,75
62450.1,1,1YNC,1,A,Solo RNA,31
95527.1,1,6XXB,1,A,Solo RNA,19
18247.1,1,2CJK,1,B,Protein-RNA Complex,8
72370.1,1,2L9E,2,A,Solo RNA,15
41145.1,1,6ZJ3,1,LF,Protein-RNA Complex,422
36895.1,1,7CGH,1,B,Protein-RNA Complex,8
80112.1,1,4RCJ,1,B,Protein-RNA Complex,3
77106.1,1,5U9B,4,B,Protein-RNA Complex,15
35845.1,1,1LUU,1,A,Solo RNA,13
22999.1,1,1YG4,1,A,Solo RNA,27
66026.1,1,2PN9,1,A+B,Solo RNA,30
18111.1,1,1Z31,1,A,Solo RNA,32
77921.1,1,1I6H,1,R,Protein-RNA Complex,9
25417.1,1,1BZ2,1,A,Solo RNA,17
21087.1,1,8HKU,1,AETN,Protein-RNA Complex,18
63615.1,1,4V5Z,1,BX,Protein-RNA Complex,0
90233.1,1,1MJ1,1,R,Protein-RNA Complex,0
88909.1,1,6UU8,1,333,Protein-RNA Complex,6
27219.1,1,4V5Z,1,B1,Protein-RNA Complex,0
43127.1,1,6OJ6,1,T+U,Protein-RNA Complex,24
78535.1,1,1ZC8,1,H,Protein-RNA Complex,0
67965.1,1,8SH5,1,R,Protein-RNA Complex,87
44431.1,1,2KRW,1,A,Solo RNA,16
00390.1,1,1AQO,3,A,Solo RNA,29
60168.1,1,2OOM,3,A,Solo RNA,16
17064.1,1,3IZD,1,A,Solo RNA,151
37457.1,1,7Q2Q,1,B,Protein-RNA Complex,3
97995.1,1,6ZWW,1,F,Protein-RNA Complex,10
82877.1,1,6UU6,1,333,Protein-RNA Complex,3
03143.1,1,2VRT,1,H,Protein-RNA Complex,3
06284.1,1,7K9Y,1,G,Protein-RNA Complex,4
00136.1,1,7PTK,1,B,Solo RNA,720
40545.1,1,3KNC,1,B,Solo RNA,8
86887.1,1,7Q22,1,B,Protein-RNA Complex,3
00144.1,1,4V5Z,1,BW,Protein-RNA Complex,0
61875.1,1,6D6V,1,B,Protein-RNA Complex,159
76247.1,1,2KX8,1,A,Solo RNA,42
91904.1,1,6VA4,1,A+B,Solo RNA,21
62040.1,1,1AJF,1,A,Solo RNA,18
34704.1,1,1AM0,2,A,Solo RNA,16
88352.1,1,2KPV,3,A,Solo RNA,34
60917.1,1,2MQQ,1,B,Protein-RNA Complex,5
51844.1,1,7M3T,1,X+m,Protein-RNA Complex,18
03625.1,1,7C07,1,1,Protein-RNA Complex,5
39793.1,1,8DMB,1,W,Protein-RNA Complex,237
68426.1,1,7ELA,1,C,Protein-RNA Complex,7
32864.1,1,7V01,1,U+G,Protein-RNA Complex,55
32673.1,1,8EGB,1,R,Protein-RNA Complex,11
97357.1,1,8I54,1,B,Protein-RNA Complex,33
56210.1,1,4V5Z,1,BG,Protein-RNA Complex,0
98031.1,1,8BVJ,1,B,Protein-RNA Complex,55
20398.1,1,3J16,1,K,Protein-RNA Complex,155
13174.1,1,4E58,1,D+C+E,Solo RNA,20
55926.1,1,4E59,1,A+B,Solo RNA,14
22270.1,1,7A3Y,1,A+B,Solo RNA,25
93087.1,1,5LWJ,1,A,Solo RNA,33
47387.1,1,1ATO,1,A,Solo RNA,19
26735.1,1,2P89,3,A,Solo RNA,34
13543.1,1,5WZK,1,B,Protein-RNA Complex,11
94180.1,1,6SDY,1,B,Protein-RNA Complex,34
98455.1,1,8BVM,1,u,Protein-RNA Complex,49
26568.1,1,7K4L,2,A,Solo RNA,36
17178.1,1,7EIZ,1,J+I,Protein-RNA Complex,52
43595.1,1,5WWE,1,B,Protein-RNA Complex,9
84250.1,1,6U6Y,1,E,Protein-RNA Complex,3
65047.1,1,2MTJ,1,A,Solo RNA,47
56838.1,1,8D29,1,F,Protein-RNA Complex,34
99287.1,1,2L3C,1,B,Protein-RNA Complex,34
28678.1,1,2MQP,4,B,Protein-RNA Complex,6
22009.1,1,2OM7,1,D,Protein-RNA Complex,13
18034.1,1,3DEG,1,G,Protein-RNA Complex,70
68844.1,1,1ML5,1,a,Protein-RNA Complex,0
58228.1,1,5XLP,1,K,Protein-RNA Complex,24
58975.1,1,3IZY,1,N,Protein-RNA Complex,76
24558.1,1,2XNR,1,C,Protein-RNA Complex,3
73958.1,1,3J7R,1,S5,Protein-RNA Complex,74
37566.1,1,4X2B,1,B+C,Protein-RNA Complex,13
85270.1,1,8CWO,1,Y,Protein-RNA Complex,10
65848.1,1,6NBJ,1,C,Protein-RNA Complex,3
02173.1,1,7RQ5,15,A,Solo RNA,19
80220.1,1,7PDU,1,B,DNA-RNA Hybrid,19
51124.1,1,6DU4,1,B,Protein-RNA Complex,29
68562.1,1,7Q23,1,B,Protein-RNA Complex,3
01159.1,1,3J0D,1,F,Protein-RNA Complex,19
51632.1,1,2FTC,1,R,Protein-RNA Complex,0
97992.1,1,7U2B,1,C,Protein-RNA Complex,53
98703.1,1,4WQS,1,H,Protein-RNA Complex,16
11173.1,1,4JVH,1,D,Protein-RNA Complex,8
88351.1,1,2MQV,1,B,Protein-RNA Complex,68
55504.1,1,5JXS,1,B+C,Protein-RNA Complex,14
47361.1,1,1M5L,1,A,Solo RNA,38
50760.1,1,6TQB,1,B,Protein-RNA Complex,28
32799.1,1,1QZC,1,A,Protein-RNA Complex,0
30612.1,1,8CTI,1,C,Protein-RNA Complex,71
99225.1,1,1UUU,7,A,Solo RNA,19
25399.1,1,8E5O,1,7,Protein-RNA Complex,17
47525.1,1,7ACT,1,B,Protein-RNA Complex,10
52942.1,1,6UU9,1,333,Protein-RNA Complex,6
62740.1,1,8BWS,1,R,Protein-RNA Complex,7
29106.1,1,4QYZ,1,L,Protein-RNA Complex,55
37823.1,1,7YFE,1,T+N+M,Protein-RNA Complex,17
44609.1,1,2J37,1,Z,Protein-RNA Complex,280
24202.1,1,4PKD,1,V,Protein-RNA Complex,54
82252.1,1,1QC8,1,A,Solo RNA,25
53524.1,1,6WLH,15,B,Protein-RNA Complex,29
94445.1,1,1J4Y,1,A,Solo RNA,17
10396.1,1,1GUC,1,A+B,Solo RNA,16
30539.1,1,6SZU,1,V+M,Protein-RNA Complex,54
89380.1,1,3ID5,1,D,Protein-RNA Complex,33
97298.1,1,4V5Z,1,BL,Protein-RNA Complex,0
53666.1,1,7PAS,1,8,Protein-RNA Complex,73
24908.1,1,5GXI,1,B,Protein-RNA Complex,4
70550.1,1,361D,1,B,Solo RNA,20
65254.1,1,3IZ4,1,A,Protein-RNA Complex,377
93250.1,1,4V5Z,1,BI,Protein-RNA Complex,0
52148.1,1,2LDL,1,A,Solo RNA,27
40229.1,1,1HHW,1,B,DNA-RNA Hybrid,9
70001.1,1,4V7H,1,B3,Protein-RNA Complex,113
27655.1,1,4ADX,1,0,Protein-RNA Complex,0
20250.1,1,2GO5,1,9,Protein-RNA Complex,90
84600.1,1,1TLR,1,A,Solo RNA,23
34881.1,1,1F84,10,A,Solo RNA,29
33313.1,1,4UJE,1,AW,Protein-RNA Complex,75
01761.1,1,2N7X,15,A,Solo RNA,23
37028.1,1,5XTM,1,D,Protein-RNA Complex,46
53767.1,1,7YHS,1,M,Protein-RNA Complex,58
63978.1,1,7M3T,1,WW+V,Protein-RNA Complex,16
76981.1,1,7WWU,1,M,Protein-RNA Complex,49
73413.1,1,8CX1,1,K,Protein-RNA Complex,8
99878.1,1,7ML4,1,P,Protein-RNA Complex,5
84157.1,1,2XFM,1,B,Protein-RNA Complex,7
93142.1,1,1LPW,1,B+A,Solo RNA,18
32754.1,1,2KVN,19,A,Solo RNA,17
20710.1,1,1NYB,1,B,Protein-RNA Complex,24
77812.1,1,6N8F,1,A+B,Solo RNA,24
04793.1,1,8H0V,1,P,Protein-RNA Complex,14
66016.1,1,6N8H,1,A+B,Solo RNA,20
44457.1,1,3PHP,1,A,Solo RNA,23
66956.1,1,6MXQ,1,A,Solo RNA,49
05252.1,1,6I1W,1,B+A,Solo RNA,17
67614.1,1,2N6X,3,A,Solo RNA,43
21882.1,1,4ADX,1,9,Protein-RNA Complex,0
43401.1,1,7ELE,1,G,Protein-RNA Complex,83
66286.1,1,1A4D,1,A+B,Solo RNA,41
39330.1,1,2X7N,1,A,Protein-RNA Complex,28
41328.1,1,7QEP,1,3,Protein-RNA Complex,1295
42156.1,1,4UFT,1,R,Protein-RNA Complex,6
10777.1,1,1TRJ,1,C,Protein-RNA Complex,0
51631.1,1,3NNH,1,E,Protein-RNA Complex,10
48836.1,1,2GRW,1,A,Solo RNA,22
65051.1,1,7R7C,1,1,Protein-RNA Complex,226
17816.1,1,1FEQ,1,A,Solo RNA,16
00935.1,1,7NDJ,1,C,Protein-RNA Complex,6
94897.1,1,1N53,1,A+B,Solo RNA,25
43244.1,1,2MS0,8,B,Protein-RNA Complex,71
94472.1,1,2LX1,1,A+B,Solo RNA,22
80533.1,1,1LC6,7,A,Solo RNA,24
21826.1,1,6VU1,1,A,Solo RNA,33
26393.1,1,7M3T,1,ll,Protein-RNA Complex,5
22001.1,1,2N7M,4,X,Solo RNA,92
94843.1,1,2N82,3,A,Protein-RNA Complex,23
29722.1,1,1AJU,9,A,Solo RNA,30
21686.1,1,2HGH,1,B,Protein-RNA Complex,55
93829.1,1,2A9X,1,2,Protein-RNA Complex,28
30265.1,1,4V8M,1,AA,Protein-RNA Complex,2227
15840.1,1,1FL8,1,A,Solo RNA,14
58889.1,1,3J9B,1,E,Protein-RNA Complex,5
04163.1,1,7YOJ,1,B,Protein-RNA Complex,174
77936.1,1,4V4N,1,B2,Protein-RNA Complex,1495
20384.1,1,3J5S,1,A,Protein-RNA Complex,174
90908.1,1,8IN8,1,I,Protein-RNA Complex,24
38810.1,1,7A5G,1,j,Protein-RNA Complex,76
18367.1,1,5LZF,1,y,Protein-RNA Complex,91
33509.1,1,3MDI,1,C,Protein-RNA Complex,6
09737.1,1,1ZC8,1,G,Protein-RNA Complex,0
16834.1,1,6VA2,1,A+B,Solo RNA,21
82495.1,1,4WQS,1,Y,Protein-RNA Complex,15
14163.1,1,2MN0,2,A,Solo RNA,14
57169.1,1,1MFK,1,A,Solo RNA,23
36148.1,1,5KH8,2,A,Solo RNA,47
75716.1,1,2RLU,1,A,Solo RNA,19
93153.1,1,1A60,1,A,Solo RNA,44
12174.1,1,2WWB,1,D,Protein-RNA Complex,63
29474.1,1,1JO7,18,A,Solo RNA,31
73925.1,1,5X3Z,1,B,Protein-RNA Complex,5
78625.1,1,5M0J,1,F,Protein-RNA Complex,28
08676.1,1,7PWG,1,w,Protein-RNA Complex,14
42461.1,1,3HAY,1,E,Protein-RNA Complex,68
69503.1,1,7NHN,1,a,Protein-RNA Complex,1513
45527.1,1,4N2Q,1,B,Protein-RNA Complex,5
72470.1,1,6ND4,1,0+2,Protein-RNA Complex,554
52476.1,1,6A5P,1,P,Protein-RNA Complex,11
51182.1,1,8BTZ,1,A,Solo RNA,238
26685.1,1,7SOT,1,B,Protein-RNA Complex,3
81739.1,1,1F6U,2,B,Protein-RNA Complex,18
11528.1,1,2M8K,5,A,Solo RNA,48
41071.1,1,1NXR,1,B,DNA-RNA Hybrid,8
66081.1,1,1JTJ,1,A,Solo RNA,23
59493.1,1,2KG0,1,B,Protein-RNA Complex,6
41924.1,1,8ASW,1,X,Protein-RNA Complex,73
06891.1,1,4BKK,1,A,Protein-RNA Complex,161
94175.1,1,1P5N,8,A,Solo RNA,34
04192.1,1,6VZ2,1,7,Protein-RNA Complex,16
12982.1,1,7X34,1,3,Protein-RNA Complex,94
35537.1,1,2Z9Q,1,A,Solo RNA,0
76134.1,1,1BVJ,1,A,Solo RNA,23
15327.1,1,1JOX,1,A,Solo RNA,21
66174.1,1,2MQT,2,A,Solo RNA,68
40870.1,1,5V16,1,A,Solo RNA,41
56385.1,1,2KD4,1,A+B,Solo RNA,16
93461.1,1,1FJE,1,A,Protein-RNA Complex,22
47899.1,1,5UZZ,1,A,Protein-RNA Complex,31
18515.1,1,2OJ7,1,A,Solo RNA,8
53209.1,1,2KZL,2,A,Solo RNA,55
17314.1,1,2MF1,16,G,Protein-RNA Complex,72
14006.1,1,2JXQ,1,A+B,Solo RNA,20
52584.1,1,7W0D,1,C+D,Protein-RNA Complex,104
15581.1,1,1SCL,4,A,Solo RNA,29
82371.1,1,2N8L,1,B,Protein-RNA Complex,8
32617.1,1,4V5Z,1,BY,Protein-RNA Complex,0
28556.1,1,7ENR,1,B,Protein-RNA Complex,91
39526.1,1,8H0W,1,P,Protein-RNA Complex,14
27835.1,1,4V8Z,1,CX,Protein-RNA Complex,3
52894.1,1,4B3P,1,R,Protein-RNA Complex,21
17943.1,1,7PLI,1,G,Protein-RNA Complex,21
92379.1,1,2RU3,1,B,Protein-RNA Complex,6
48333.1,1,6FPX,1,D,Protein-RNA Complex,10
21041.1,1,5MWI,1,A,Solo RNA,28
03988.1,1,2K65,1,A+B,Solo RNA,14
65601.1,1,2F87,1,A,Solo RNA,12
35362.1,1,2L41,1,B,Protein-RNA Complex,4
65694.1,1,2RO2,1,A,Solo RNA,23
98716.1,1,1EI2,9,A,Solo RNA,25
84907.1,1,1U3K,7,A,Solo RNA,38
59708.1,1,1N8X,1,A,Solo RNA,36
94591.1,1,7A5P,1,Y,Protein-RNA Complex,29
31642.1,1,1RY1,1,N+M,Protein-RNA Complex,58
71214.1,1,3EQ4,1,Y,Protein-RNA Complex,0
74884.1,1,2R1G,1,D,Protein-RNA Complex,0
69068.1,1,1MVR,1,E,Protein-RNA Complex,0
13676.1,1,7QGH,1,x,Protein-RNA Complex,14
